,Unnamed: 0.1,Price,Product,Producer,Quantity,Type of food,Supermarket,Date
1419,364,7.50,Rice Sandwich Tuna,Sushi Mania,240.0,Fish and Meat,Migros,2023-05-24
1420,365,16.50,Sushi Yayoi,Sushi Mania,287.0,Fish and Meat,Migros,2023-05-24
1421,366,6.95,Sommerrollen mit Lachs,Sushi Mania,150.0,Fish and Meat,Migros,2023-05-24
1422,367,1.55,Rindskutteln,unknown,100.0,Fish and Meat,Migros,2023-05-24
1423,368,6.85,Qualivo Rind Plätzli minute,unknown,100.0,Fish and Meat,Migros,2023-05-24
1424,369,4.20,Onigiri Chicken Teriyaki,Sushi Mania,110.0,Fish and Meat,Migros,2023-05-24
1425,370,7.50,Sushi Wrap Rauchlachs,Sushi Mania,240.0,Fish and Meat,Migros,2023-05-24
1426,371,12.95,Bio Sushi,Sushi Mania,204.0,Fish and Meat,Migros,2023-05-24
1427,372,6.95,Sommerrollen Krevett Sauce Sweet & Chili,Sushi Mania,150.0,Fish and Meat,Migros,2023-05-24
1428,373,3.40,Fleischvogel IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1429,374,9.95,Sushi Salmon & Cream Cheese,Sushi Mania,205.0,Fish and Meat,Migros,2023-05-24
1430,375,2.65,M-ClassicM-Classic Rindszunge,unknown,100.0,Fish and Meat,Migros,2023-05-24
1431,376,3.30,M-ClassicM-Classic Quick Rindszunge,unknown,100.0,Fish and Meat,Migros,2023-05-24
1432,377,9.20,Rinds Entrecôte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1433,378,1.05,M-ClassicM-Classic Rindsleberplätzli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1434,379,7.60,Rinds Clubsteak knochengereift,unknown,100.0,Fish and Meat,Migros,2023-05-24
1435,380,3.20,Bio Rindshacksteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1436,381,4.60,Entrecôte IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1437,382,4.20,Onigiri Tuna,Sushi Mania,110.0,Fish and Meat,Migros,2023-05-24
1438,383,4.70,Pfeffersteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1439,384,2.10,Pilatussteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1440,385,19.50,Premium Sushi Lachs,unknown,180.0,Fish and Meat,Migros,2023-05-24
1441,386,18.50,Premium Sushi Tuna,unknown,180.0,Fish and Meat,Migros,2023-05-24
1442,387,13.80,Sushi Sapporo,unknown,922.0,Fish and Meat,Migros,2023-05-24
1443,388,3.55,Rinds Flat Iron Steak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1444,389,8.50,Seafood salad,Antipasti,180.0,Fish and Meat,Migros,2023-05-24
1445,390,4.50,M-Classic  GrillMi ASCGarlic prawnsÀ l'ail,unknown,100.0,Fish and Meat,Migros,2023-05-24
1446,391,6.50,VunaBased on pea protein,Garden Gourmet,175.0,Fish and Meat,Migros,2023-05-24
1447,392,5.50,M-BudgetBeef fillet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1448,393,4.–,M-BudgetBeef entrecôte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1449,394,4.–,M-BudgetBeef hoof steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1450,395,3.95,M-ClassicBeef hoof steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1451,396,6.60,GrillMi  IP-SUISSEParisienne de boeufSalsa,unknown,100.0,Fish and Meat,Migros,2023-05-24
1452,397,3.95,Qualivo Rind Voressen IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1453,398,8.95,Dry Aged Hohrücken IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1454,399,4.50,Entrecôte Angus,unknown,100.0,Fish and Meat,Migros,2023-05-24
1455,400,3.85,Qualivo Rind Siedfleisch mager,unknown,100.0,Fish and Meat,Migros,2023-05-24
1456,401,3.45,Grill miGrill mi Flat Iron Steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1457,402,5.75,Qualivo Rind Schultersteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1458,403,8.90,Weiderind Entrecôte knochengereift,unknown,100.0,Fish and Meat,Migros,2023-05-24
1459,404,9.65,Qualivo Rind Entrecôte IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1460,405,5.45,Qualivo Rind Geschnetzeltes,unknown,100.0,Fish and Meat,Migros,2023-05-24
1461,406,4.95,Qualivo Rind Schulterbraten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1462,407,7.90,Rinds Clubsteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1463,408,5.75,Qualivo Rind Saftplätzli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1464,409,7.80,Rinds Entrecôte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1465,410,8.45,Argentino Steak marin. IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1466,411,7.20,Côte de boeuf Dry Aged IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1467,412,2.35,Bio Rinds-Burger,unknown,100.0,Fish and Meat,Migros,2023-05-24
1468,413,3.45,Qualivo Rind Siedfleisch durchz.,unknown,100.0,Fish and Meat,Migros,2023-05-24
1469,414,8.50,Qualivo Rind Hohrückensteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1470,415,6.–,Rindsplätzli a la Minute,unknown,100.0,Fish and Meat,Migros,2023-05-24
1471,416,6.65,Qualivo Rind Platzli minute mar.,unknown,100.0,Fish and Meat,Migros,2023-05-24
1472,417,5.30,Rindsplätzli IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1473,418,7.90,M-ClassicM-Classic Bison Hohrücken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1474,419,9.90,Rindsfilet IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1475,420,4.60,Wapiti Steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1476,421,2.10,Pilatussteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1477,422,2.40,Siedfleisch IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1478,423,3.50,Rindsbraten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1479,424,9.50,Rindsfilet IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1480,425,4.50,Jägerplätzli IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1481,426,1.95,Fackelrolle IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1482,427,4.30,Rindsjägerschnitzel IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1483,428,8.30,Rinds Porterhous Steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1484,429,3.40,Rindsbraten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1485,430,9.90,  IP-SUISSEEntrecôte of beefMarinated with black garlic,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1486,431,5.50,Rusticospiessli IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1487,432,8.50,Rindsfilet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1488,433,4.05,Rindsbraten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1489,434,6.10,Rindsgeschnetzeltes IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1490,435,5.90,Rindsspiess mariniert IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1491,436,6.95,Planted.SkewersVegan,unknown,200.0,Fish and Meat,Migros,2023-05-24
1492,437,7.50,  IGPSalame FelinoIGP,Fratelli Beretta,100.0,Fish and Meat,Migros,2023-05-24
1493,438,9.95,"Sushi - Maki MixWith ginger, wasabi and soy sauce",Sushi Mania,197.0,Fish and Meat,Migros,2023-05-24
1494,439,22.50,"Sushi - BoatWith ginger, wasabi and soy sauce",Sushi Mania,416.0,Fish and Meat,Migros,2023-05-24
1495,440,3.90,Country Hunter,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1496,441,7.70,M-Classic  MSCShrimp cocktail,unknown,250.0,Fish and Meat,Migros,2023-05-24
1497,442,6.30,NuggetsVegan,Cornatur,450.0,Fish and Meat,Migros,2023-05-24
1498,443,2.90,M-ClassicMini Pork cordon bleuRaclette,unknown,100.0,Fish and Meat,Migros,2023-05-24
1499,444,16.60,"MSCCod back filletAlmonds, Pistachios and Basil - MSC",unknown,360.0,Fish and Meat,Migros,2023-05-24
1500,445,7.90,"  QuornEscalope with pepper and lemonPanée, préfrite, bien cuite, à base de Quorn, produit de champignon, destinée à être consommé cuit",Cornatur,440.0,Fish and Meat,Migros,2023-05-24
1501,446,7.90,M-Classic  Wild / GibierVenison Entrecôte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1502,447,4.60,M-Classic  Wild / GibierDeer escalope,unknown,100.0,Fish and Meat,Migros,2023-05-24
1503,448,8.40,"M-Classic  Wild / GibierGame plateDeer jerky, smoked deer jerky, deer sausage",unknown,100.0,Fish and Meat,Migros,2023-05-24
1504,449,3.10,M-ClassicM-Classic Mettwurst Mini ,unknown,150.0,Fish and Meat,Migros,2023-05-24
1505,450,4.95,Mini Basler Pastetli,unknown,120.0,Fish and Meat,Migros,2023-05-24
1506,451,1.20,Rahm-Blutwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1507,452,2.75,M-ClassicM-Classic Leberwurst Pilzen,unknown,150.0,Fish and Meat,Migros,2023-05-24
1508,453,6.70,Waadtländer Pastete,unknown,220.0,Fish and Meat,Migros,2023-05-24
1509,454,10.90,M-ClassicM-Classic Hirschpfeffer gekocht,unknown,350.0,Fish and Meat,Migros,2023-05-24
1510,455,12.90,M-ClassicM-Classic Rehpfeffer,unknown,350.0,Fish and Meat,Migros,2023-05-24
1511,456,1.60,Blutwurst ,unknown,100.0,Fish and Meat,Migros,2023-05-24
1512,457,3.10,Sulzbecher mit Aufschnitt,unknown,180.0,Fish and Meat,Migros,2023-05-24
1513,458,20.95,Rehschnitzel,unknown,350.0,Fish and Meat,Migros,2023-05-24
1514,459,16.50,Hirsch-Medaillons,unknown,400.0,Fish and Meat,Migros,2023-05-24
1515,460,16.50,Wildschweinsteak,unknown,400.0,Fish and Meat,Migros,2023-05-24
1516,461,7.50,Trio vom Wild Hirsch/Reh/Wildschw.,unknown,180.0,Fish and Meat,Migros,2023-05-24
1517,462,4.30,Rehrücken,unknown,100.0,Fish and Meat,Migros,2023-05-24
1518,463,5.20,Bio Rügenwalder Teewurst fein,unknown,125.0,Fish and Meat,Migros,2023-05-24
1519,464,5.20,Bio Rügenwalder Teewurst grob,unknown,125.0,Fish and Meat,Migros,2023-05-24
1520,465,2.80,  essentielFarmer's tureen,Del Maître,100.0,Fish and Meat,Migros,2023-05-24
1521,466,4.95,Horse Entrecôte,Horse Line,100.0,Fish and Meat,Migros,2023-05-24
1522,467,9.95,"Sushi - Salmon Masago RollsWith ginger, wasabi and soy sauce",Sushi Mania,205.0,Fish and Meat,Migros,2023-05-24
1523,468,11.50,"Sushi - SnackWith ginger, wasabi and soy sauce",Sushi Mania,185.0,Fish and Meat,Migros,2023-05-24
1524,469,14.90,Easter pâtéWith morel,Rapelli,500.0,Fish and Meat,Migros,2023-05-24
1525,470,14.90,Festive pâtéVeal,Rapelli,500.0,Fish and Meat,Migros,2023-05-24
1526,471,7.55,M-Classic  ASCTrout filletsSmoked,unknown,375.0,Fish and Meat,Migros,2023-05-24
1527,472,6.50,Hors Line Pferdefilet,Horse Line,100.0,Fish and Meat,Migros,2023-05-24
1528,473,1.–,Blutwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1529,474,8.95,Sélection Mini Terrine Safran,Migros Sélection,150.0,Fish and Meat,Migros,2023-05-24
1530,475,8.95, Mini Terrine Safran,Sélection,150.0,Fish and Meat,Migros,2023-05-24
1531,476,4.40,Kalbsbraten Schulter IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1532,477,4.50,M-ClassicM-Classic Kalbsleberplätzli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1533,478,1.20,Rahmblutwurst & Leberwurst,unknown,100.0,Fish and Meat,Migros,2023-05-24
1534,479,1.80,Rahmblutwurst mit Lauch,unknown,100.0,Fish and Meat,Migros,2023-05-24
1535,480,5.10,Kalbssteak Hals IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1536,481,5.40,Kalbfleisch Spiess IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1537,482,2.80,M-ClassicRollschinkliSmoked,unknown,100.0,Fish and Meat,Migros,2023-05-24
1538,483,3.40,M-BudgetMinced meatVegan,unknown,230.0,Fish and Meat,Migros,2023-05-24
1539,484,4.50,V-LovePlant-based Sausage,unknown,250.0,Fish and Meat,Migros,2023-05-24
1540,485,5.95,Saucisson du Vully,unknown,230.0,Fish and Meat,Migros,2023-05-24
1541,486,7.90,Crispy TofuWith sweet chilli sauce,Migros Bio,440.0,Fish and Meat,Migros,2023-05-24
1542,487,3.95,  Le PrestigeHamNature,Del Maître,100.0,Fish and Meat,Migros,2023-05-24
1543,488,5.95,SalameRiserva,Citterio,90.0,Fish and Meat,Migros,2023-05-24
1544,489,8.60,M-Classic  MSCPlaice filletsMSC,unknown,300.0,Fish and Meat,Migros,2023-05-24
1545,490,5.20,M-Classic  Wild / GibierDeer Salsiz,unknown,100.0,Fish and Meat,Migros,2023-05-24
1546,491,6.90,Bio Crevetten gekocht geschält,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1547,492,21.–,Austern mit Messer ,unknown,1500.0,Fish and Meat,Migros,2023-05-24
1548,493,3.20,Grill miGrill mi ASC Lachstranchen,unknown,100.0,Fish and Meat,Migros,2023-05-24
1549,494,7.45,MSC Dorschfilet,unknown,390.0,Fish and Meat,Migros,2023-05-24
1550,495,14.85,SwissShrimps,unknown,100.0,Fish and Meat,Migros,2023-05-24
1551,496,4.10,Forellenfilets ohne Haut,unknown,100.0,Fish and Meat,Migros,2023-05-24
1552,497,13.–,M-ClassicM-Classic MSC Miesmuscheln,unknown,2000.0,Fish and Meat,Migros,2023-05-24
1553,498,5.–,M-ClassicM-Classic Thunfischfilet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1554,499,3.05,ASC Fisch Cordon-Bleu,unknown,100.0,Fish and Meat,Migros,2023-05-24
1555,500,2.90,ASC Fischstroganoff,unknown,100.0,Fish and Meat,Migros,2023-05-24
1556,501,2.60,Lachsforelle ganz,unknown,100.0,Fish and Meat,Migros,2023-05-24
1557,502,8.20,  BioBresaola,Fratelli Beretta,80.0,Fish and Meat,Migros,2023-05-24
1558,503,7.35,BioShrimps Tail-on cooked,unknown,110.0,Fish and Meat,Migros,2023-05-24
1559,504,9.60,Escalope de poulet,Don Pollo,780.0,Fish and Meat,Migros,2023-05-24
1560,505,1.95,Chicken Mini-FiletsHIT,Don Pollo,100.0,Fish and Meat,Migros,2023-05-24
1561,506,2.10,M-BudgetSliced porkBreaded,unknown,100.0,Fish and Meat,Migros,2023-05-24
1562,507,1.60,IP-SUISSEPork ragout,unknown,100.0,Fish and Meat,Migros,2023-05-24
1563,508,4.90,GrillMiRustico SteakMarinées,unknown,230.0,Fish and Meat,Migros,2023-05-24
1564,509,4.20,GrillMiMini skewersSafran - Paprika,unknown,100.0,Fish and Meat,Migros,2023-05-24
1565,510,3.10,GrillMi  IP-SUISSEPork skewerMarinated,unknown,100.0,Fish and Meat,Migros,2023-05-24
1566,511,5.50,Chicken chipsPlain,Optigal,80.0,Fish and Meat,Migros,2023-05-24
1567,512,3.30,"Grillades de volaillePoulet, dinde et cipollata de volaille",Grillmi,100.0,Fish and Meat,Migros,2023-05-24
1568,513,2.30,Grill miGrill mi Schweinskotelette,unknown,100.0,Fish and Meat,Migros,2023-05-24
1569,514,2.75,Schweinshuft,unknown,100.0,Fish and Meat,Migros,2023-05-24
1570,515,2.70,Schweinssteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1571,516,3.60,Megaspiess Fortaleza,unknown,100.0,Fish and Meat,Migros,2023-05-24
1572,517,6.15,Festival Nr.,unknown,2100.0,Fish and Meat,Migros,2023-05-24
1573,518,5.80,Bio Poulet Minifilets,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1574,519,3.60,Pouletbrust zack zack,unknown,100.0,Fish and Meat,Migros,2023-05-24
1575,520,1.95,Grill miGrill mi Holzfällersteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1576,521,3.50,Pork escalopesThin,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1577,522,2.90,M-ClassicM-Classic Appenzell Mini Cordon Bleu,unknown,100.0,Fish and Meat,Migros,2023-05-24
1578,523,2.–,Schweinssteak Hals IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1579,524,5.40,Schweinsfilet IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1580,525,6.10,Schweins Filetspiessli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1581,526,3.25,Schweins Cordon-Bleu IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1582,527,4.20,Migros Spiess Schwein,unknown,100.0,Fish and Meat,Migros,2023-05-24
1583,528,3.70,Poulet Schnitzel,unknown,100.0,Fish and Meat,Migros,2023-05-24
1584,529,2.60,Wachteln ,St. Sever,100.0,Fish and Meat,Migros,2023-05-24
1585,530,3.60,M-ClassicM-Classic Grill mi Spiessli Mix,unknown,100.0,Fish and Meat,Migros,2023-05-24
1586,531,1.80,Schweinsnierstück IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1587,532,2.10,Schweinshohrücken IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1588,533,2.–,Schweinsbraten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1589,534,2.75,Fackelspiess IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1590,535,2.75,Schweinsplätzli IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1591,536,6.50,Bacon cubesSmoked,Migros Bio,240.0,Fish and Meat,Migros,2023-05-24
1592,537,3.90,Mixed Grill IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1593,538,2.40,M-ClassicM-Classic Pouletspiessli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1594,539,2.50,Schweinsstotzenbraten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1595,540,2.50,Schweinskoteletten mit Käse,unknown,100.0,Fish and Meat,Migros,2023-05-24
1596,541,3.70,Poulet Thai Curry,unknown,100.0,Fish and Meat,Migros,2023-05-24
1597,542,3.45,Pouletspiessli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1598,543,6.95,  Meat SnacksBeef jerkyOriginal,Jack Link's,70.0,Fish and Meat,Migros,2023-05-24
1599,544,3.20,IP-SUISSEPork Plaetzli leanBreaded - ,unknown,100.0,Fish and Meat,Migros,2023-05-24
1600,545,5.60,V-LoveVegetable triangleVegetarian,unknown,360.0,Fish and Meat,Migros,2023-05-24
1601,546,2.30,GrillMi  IP-SUISSESteak de porc marinéMexicaine,unknown,100.0,Fish and Meat,Migros,2023-05-24
1602,547,4.80,Bündner RohschinkenWafer-thin,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1603,548,4.70,Pork Saltimbocca,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1604,549,2.30,Schweinskotelett IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1605,550,3.40,Schweinsplätzli,unknown,100.0,Fish and Meat,Migros,2023-05-24
1606,551,2.95,Zitronenschnitzel IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1607,552,2.40,M-ClassicM-Classic Geschnetzteltes,unknown,100.0,Fish and Meat,Migros,2023-05-24
1608,553,2.50,Schweinshals-Braten,unknown,100.0,Fish and Meat,Migros,2023-05-24
1609,554,3.50,Barbecue Steak mariniert IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1610,555,2.65,Fleischkäse Cordon-Bleu IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1611,556,2.25,Schweins-Cordonbleu IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1612,557,1.95,Plätzli paniert IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1613,558,4.–,M-ClassicM-Classic Cordonbleu Füürtüfel,unknown,100.0,Fish and Meat,Migros,2023-05-24
1614,559,2.80,M-ClassicLändersteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1615,560,2.85,Schweins Huftsteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1616,561,3.20,Bärlauchsteak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1617,562,3.40,Schweins Cordon Bleu Innerschwyz,unknown,100.0,Fish and Meat,Migros,2023-05-24
1618,563,3.40,Schwinger Schweins Cordon Bleu,unknown,100.0,Fish and Meat,Migros,2023-05-24
1619,564,3.40,Älpler Schweins Cordon Bleu,unknown,100.0,Fish and Meat,Migros,2023-05-24
1620,565,3.40,Cordon Bleu IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1621,566,2.–,Schweins Grillrippe mariniert IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1622,567,1.90,Schweins Grillrippe IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1623,568,4.25,Schweins Chinoise IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1624,569,3.80,Fleischspiess,unknown,100.0,Fish and Meat,Migros,2023-05-24
1625,570,1.80,Grill miGrill mi Schweins Fackelspiess,unknown,100.0,Fish and Meat,Migros,2023-05-24
1626,571,17.50,Sennenbraten mit Käse,unknown,550.0,Fish and Meat,Migros,2023-05-24
1627,572,5.50,Kaiser Steak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1628,573,2.50,GrillMi  IP-SUISSEPork ribeye steakBlack garlic,unknown,100.0,Fish and Meat,Migros,2023-05-24
1629,574,2.50,GrillMi  IP-SUISSEPork ribeye steakWith pepper,unknown,100.0,Fish and Meat,Migros,2023-05-24
1630,575,8.90,Rib eye steak,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1631,576,6.95,Gran Riserva salami,Rapelli,180.0,Fish and Meat,Migros,2023-05-24
1632,577,21.95,"Sushi - HimatsuriWith ginger, wasabi and soy sauce",Sushi Mania,387.0,Fish and Meat,Migros,2023-05-24
1633,578,5.50,Ticino Plate,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1634,579,9.–,M-Classic  ASCShrimpsCooked,unknown,200.0,Fish and Meat,Migros,2023-05-24
1635,580,4.95,V-LoveChickpea CroquettesVegan,unknown,200.0,Fish and Meat,Migros,2023-05-24
1636,581,5.65,M-Classic  Wild / GibierEscalope of venison,unknown,100.0,Fish and Meat,Migros,2023-05-24
1637,582,6.90,Hamburger,Migros Bio,230.0,Fish and Meat,Migros,2023-05-24
1638,583,3.20,GrillMiBrochette de pangasiusRustico,unknown,100.0,Fish and Meat,Migros,2023-05-24
1639,584,6.70,GrillMiCrevettes «Yin & Yang»,unknown,100.0,Fish and Meat,Migros,2023-05-24
1640,585,15.90,MSC Wildlachsfilet Zitrone - Dill,unknown,255.0,Fish and Meat,Migros,2023-05-24
1641,586,6.20,Sélection ASC Chili-Vanilli Shrimp,Migros Sélection,100.0,Fish and Meat,Migros,2023-05-24
1642,587,6.20, ASC Chili-Vanilli Shrimp,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1643,588,3.70,M-ClassicM-Classic MSC Kaltwasser-Crevetten,unknown,120.0,Fish and Meat,Migros,2023-05-24
1644,589,4.50,Grill miGrill mi Lachs Fackelspiess,unknown,100.0,Fish and Meat,Migros,2023-05-24
1645,590,9.85,SwissShrimps,unknown,100.0,Fish and Meat,Migros,2023-05-24
1646,591,9.40,Sélection ASC Sashimi Lachs,Migros Sélection,140.0,Fish and Meat,Migros,2023-05-24
1647,592,9.40, ASC Sashimi Lachs,Sélection,140.0,Fish and Meat,Migros,2023-05-24
1648,593,7.50,Bio Lachs-Crevetten Spiess,unknown,100.0,Fish and Meat,Migros,2023-05-24
1649,594,9.90,M-ClassicM-Classic ASC ganze Crevetten gekocht,unknown,350.0,Fish and Meat,Migros,2023-05-24
1650,595,4.50,Grill miGrill mi ASC Crevettenspiess Exot,unknown,100.0,Fish and Meat,Migros,2023-05-24
1651,596,6.75,ASC Lachsrücken gefüllt,unknown,100.0,Fish and Meat,Migros,2023-05-24
1652,597,5.40,Felchenfilets,unknown,100.0,Fish and Meat,Migros,2023-05-24
1653,598,2.40,Regenbogenforelle,unknown,100.0,Fish and Meat,Migros,2023-05-24
1654,599,9.95,M-ClassicM-Classic ASC Crevetten Tail-on,unknown,240.0,Fish and Meat,Migros,2023-05-24
1655,600,9.–,M-BudgetM-Budget ASC Lachsfilet mit Haut,unknown,300.0,Fish and Meat,Migros,2023-05-24
1656,601,11.–,Bio Crevetten gekocht geschält,unknown,110.0,Fish and Meat,Migros,2023-05-24
1657,602,6.90,Sélection ASC Riesencrevetten,Migros Sélection,100.0,Fish and Meat,Migros,2023-05-24
1658,603,6.90, ASC Riesencrevetten,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1659,604,2.70,M-BudgetM-Budget ASC White Tiger Crevetten roh,unknown,100.0,Fish and Meat,Migros,2023-05-24
1660,605,4.60,Grill miGrill mi MSC Kabeljau Harissa,unknown,100.0,Fish and Meat,Migros,2023-05-24
1661,606,3.40,Grill miGrill mi ASC Wolfsbarsch Rosmari,unknown,100.0,Fish and Meat,Migros,2023-05-24
